"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0010769","GO:0010769","regulation of cell morphogenesis involved in differentiation","93/3020","310/18866",3.81571382117514e-10,1.09823181434914e-07,9.22891548614371e-08,"SEMA3A/KANK1/EPHA7/SLIT2/EPHA4/NTN1/ABI2/SEMA3E/ACTR2/IL1RAPL1/MACF1/ROBO1/PLXNA1/MYCBP2/TIAM2/SEMA3C/ROBO2/MAP2/RYK/NTRK3/CHODL/NRCAM/HECW2/SEMA6D/PREX1/FGF13/POSTN/ADNP/LRRC4C/NTRK2/TNR/PLXNB1/DAB1/ITGB1BP1/NRP1/PTPRD/SEMA3D/DPYSL2/CDH4/PLXNC1/ADGRB3/BDNF/UBE3A/PTK2/GBP1/OLFM4/SLITRK1/HAS2/DNM3/TACSTD2/PLXND1/DCC/RAPGEF2/CDH2/KIF13B/TNIK/EPHB2/PLXNA4/PDLIM5/LRRK2/CRABP2/WNT3/CARMIL1/PLXNA2/ARHGAP35/SEMA5A/HECW1/SEMA5B/BARHL2/UST/CHN1/CXCL12/CORO1C/PPFIA2/CDK5R1/EFNA5/TBR1/DOCK1/ITPKA/RREB1/EFNA1/SIPA1L1/OMG/RTN4/DISC1/RCC2/SS18L2/SEMA3G/SDC2/TIAM1/DOCK5/SEMA6A/NDEL1",93
"GO:0021954","GO:0021954","central nervous system neuron development","37/3020","82/18866",4.70826096825854e-10,1.29620471526144e-07,1.08925671370924e-07,"SEMA3A/NPY/DCLK2/SLIT2/EPHA4/NRP2/ROBO1/GLI2/MYCBP2/FGFR2/ROBO2/MAP2/NTRK2/CDH11/NRP1/EPHB1/NR4A2/ZMIZ1/B4GALT5/PTK2/NFIB/PHOX2B/DCC/RAPGEF2/EPHB2/PLXNA4/SOX1/GABRB1/AGBL4/GBX2/ARHGAP35/DCLK1/DRD1/HSP90AB1/DISC1/BTG2/NDEL1",37
"GO:0008038","GO:0008038","neuron recognition","27/3020","50/18866",7.09348547181478e-10,1.87149791698047e-07,1.57270039736946e-07,"SEMA3A/EPHA4/EPHA3/ROBO1/OPCML/CNTNAP2/ROBO2/NRCAM/CNTN6/NTM/NRP1/CNR1/BDNF/EPHB2/VSTM2L/CNTN4/NCAM2/BSG/ARHGAP35/APP/SEMA5A/DSCAML1/TNN/CDK5R1/RTN4/MYPN/GAP43",27
"GO:0048880","GO:0048880","sensory system development","110/3020","394/18866",1.07945545758893e-09,2.73404478298124e-07,2.29753572131033e-07,"SEMA3A/JAG1/KDM2B/ABI2/TFAP2A/BCL11B/FREM2/IHH/RORB/BCL2/SLITRK6/RARB/SLC7A11/PTPRM/PAX2/CRYGN/SPRY2/TENM3/TGFBR2/NTRK3/OLFM3/TUB/MITF/PRDM1/ARID1A/PROM1/NTRK2/ATP8A2/FBN2/VSX1/FAT1/FZR1/SDK1/BCAR3/TSPAN12/GLI3/NRP1/AGTPBP1/BMPR1B/SOX2/EPHB1/FBN1/OPN5/CPAMD8/BBS7/SOX11/SPRED2/BDNF/NKD1/WDPCP/GRHL2/BMP4/BFSP1/FRS2/TTLL5/PHOX2B/RAB18/TENT2/BMP6/FOXC1/ATP2B1/MFAP5/MAF/EPHB2/PBX1/TULP1/NEUROD1/ATF6/TWIST1/WNT2/INHBA/SOX1/HCN1/MEGF11/CC2D2A/FGF2/VAX2/CRYBB2/SOX9/ALDH1A3/ARHGAP35/PROX1/TMEM132E/MYOM1/TMEM231/CACNA1C/FASLG/NIPBL/ZHX2/NES/PDS5B/GNAT1/TBC1D32/MEIS1/MTNR1B/SIX3/PRKCI/SLC17A6/ADAMTS18/TGFBR1/COL4A1/PTN/CHD7/GATA3/ALDH1A2/ABCB5/PDGFRA/RAB3GAP1/SIPA1L3/SMOC1",110
"GO:0001654","GO:0001654","eye development","107/3020","384/18866",2.04657103110295e-09,4.98418760343995e-07,4.188427757986e-07,"JAG1/KDM2B/ABI2/TFAP2A/BCL11B/FREM2/IHH/RORB/BCL2/SLITRK6/RARB/SLC7A11/PTPRM/PAX2/CRYGN/SPRY2/TENM3/TGFBR2/NTRK3/OLFM3/TUB/MITF/PRDM1/ARID1A/PROM1/NTRK2/ATP8A2/FBN2/VSX1/FAT1/FZR1/SDK1/BCAR3/TSPAN12/GLI3/NRP1/AGTPBP1/BMPR1B/SOX2/EPHB1/FBN1/OPN5/CPAMD8/BBS7/SOX11/SPRED2/BDNF/NKD1/WDPCP/GRHL2/BMP4/BFSP1/FRS2/TTLL5/RAB18/TENT2/BMP6/FOXC1/ATP2B1/MFAP5/MAF/EPHB2/PBX1/TULP1/NEUROD1/ATF6/TWIST1/WNT2/INHBA/SOX1/HCN1/MEGF11/CC2D2A/FGF2/VAX2/CRYBB2/SOX9/ALDH1A3/ARHGAP35/PROX1/MYOM1/TMEM231/CACNA1C/FASLG/NIPBL/ZHX2/NES/PDS5B/GNAT1/TBC1D32/MEIS1/MTNR1B/SIX3/PRKCI/SLC17A6/ADAMTS18/TGFBR1/COL4A1/PTN/CHD7/GATA3/ALDH1A2/ABCB5/PDGFRA/RAB3GAP1/SIPA1L3/SMOC1",107
"GO:0150063","GO:0150063","visual system development","107/3020","388/18866",3.81785271599739e-09,8.81691167195649e-07,7.40923105724309e-07,"JAG1/KDM2B/ABI2/TFAP2A/BCL11B/FREM2/IHH/RORB/BCL2/SLITRK6/RARB/SLC7A11/PTPRM/PAX2/CRYGN/SPRY2/TENM3/TGFBR2/NTRK3/OLFM3/TUB/MITF/PRDM1/ARID1A/PROM1/NTRK2/ATP8A2/FBN2/VSX1/FAT1/FZR1/SDK1/BCAR3/TSPAN12/GLI3/NRP1/AGTPBP1/BMPR1B/SOX2/EPHB1/FBN1/OPN5/CPAMD8/BBS7/SOX11/SPRED2/BDNF/NKD1/WDPCP/GRHL2/BMP4/BFSP1/FRS2/TTLL5/RAB18/TENT2/BMP6/FOXC1/ATP2B1/MFAP5/MAF/EPHB2/PBX1/TULP1/NEUROD1/ATF6/TWIST1/WNT2/INHBA/SOX1/HCN1/MEGF11/CC2D2A/FGF2/VAX2/CRYBB2/SOX9/ALDH1A3/ARHGAP35/PROX1/MYOM1/TMEM231/CACNA1C/FASLG/NIPBL/ZHX2/NES/PDS5B/GNAT1/TBC1D32/MEIS1/MTNR1B/SIX3/PRKCI/SLC17A6/ADAMTS18/TGFBR1/COL4A1/PTN/CHD7/GATA3/ALDH1A2/ABCB5/PDGFRA/RAB3GAP1/SIPA1L3/SMOC1",107
"GO:0050770","GO:0050770","regulation of axonogenesis","62/3020","186/18866",3.93022651081317e-09,8.81691167195649e-07,7.40923105724309e-07,"SEMA3A/EPHA7/SLIT2/EPHA4/NTN1/SEMA3E/MACF1/ROBO1/PLXNA1/MYCBP2/TIAM2/SEMA3C/ROBO2/MAP2/RYK/NTRK3/CHODL/NRCAM/SEMA6D/FGF13/ADNP/LRRC4C/NTRK2/TNR/PLXNB1/DAB1/NRP1/SEMA3D/DPYSL2/CDH4/PLXNC1/BDNF/PTK2/SLITRK1/PLXND1/DCC/CDH2/KIF13B/EPHB2/PLXNA4/CRABP2/WNT3/PLXNA2/ARHGAP35/SEMA5A/SEMA5B/BARHL2/UST/CHN1/CXCL12/CDK5R1/EFNA5/TBR1/EFNA1/SIPA1L1/OMG/RTN4/DISC1/SEMA3G/TIAM1/SEMA6A/NDEL1",62
"GO:0048762","GO:0048762","mesenchymal cell differentiation","72/3020","229/18866",4.03806756927887e-09,8.81691167195649e-07,7.40923105724309e-07,"SEMA3A/JAG1/FRZB/MEF2C/IL17RD/SEMA3E/EPHA3/NRP2/BCL2/EZH2/PAX2/EOMES/FGFR2/FOXA2/SPRY2/SEMA3C/OVOL2/FGFR1/TGFBR2/NRG1/SEMA6D/EPB41L5/CLASP2/MIR21/TCOF1/TBX5/MSX2/NRP1/SEMA3D/HGF/SOX11/HAND2/SPRED2/SFRP2/FBXL17/BMP4/GSC/ZNF703/HAS2/PHOX2B/SFRP1/RANBP3L/FOXC1/GREM1/AXIN2/TMEM100/TWIST1/WNT2/DAB2IP/DLG5/GBX2/SOX9/LEF1/WNT4/EDN3/SEMA5A/SEMA5B/TCF21/KBTBD8/FAM83D/IL6/CORO1C/EFNA1/TGFBR1/RTN4/TCF7L2/GATA3/BMP2/ALDH1A2/SEMA3G/TIAM1/SEMA6A",72
"GO:0060560","GO:0060560","developmental growth involved in morphogenesis","73/3020","236/18866",6.9029759262633e-09,1.45698811883664e-06,1.22436994060565e-06,"SEMA3A/AUTS2/COBL/EPHA7/SLIT2/NTN1/USP9X/SEMA3E/NRP2/MACF1/PLXNA1/BCL11A/FGFR2/SPRY2/SEMA3C/MAP2/RYK/TGFBR2/NTRK3/NRCAM/SEMA6D/EPB41L5/SALL1/FGF13/SIX1/POSTN/ADNP/TNR/KIF26B/NRP1/SEMA3D/DPYSL2/CDH4/SFRP2/BDNF/NKD1/C9orf72/BMP4/SYT1/SFRP1/DCC/RNF157/ALCAM/PLXNA4/CRABP2/WNT3/SOX9/APP/SEMA5A/SEMA5B/DCLK1/SYT2/BARHL2/CXCL12/TNN/HSP90AB1/UNC13A/CDK5R1/EFNA5/IQGAP1/RTN4/RAPH1/OSTN/DISC1/SEMA3G/SYT4/VANGL2/PAK6/FGF1/PRKN/TIAM1/SEMA6A/NDEL1",73
"GO:0001764","GO:0001764","neuron migration","56/3020","164/18866",8.28749000958137e-09,1.69278666905385e-06,1.42252162982797e-06,"SEMA3A/AUTS2/MEF2C/NTN1/USP9X/NRP2/UNC5D/PRKG1/FGFR1/NTRK3/NRG1/CTNNA2/NRCAM/ULK4/NRG3/ADGRL3/FGF13/NTRK2/FYN/ZNF609/ASTN1/SPOCK1/DAB1/NRP1/SATB2/NR4A2/ZMIZ1/ASTN2/CCR4/APBB2/PTK2/PHOX2B/KIRREL3/DCC/RAPGEF2/NTNG1/PHACTR1/TWIST1/SOX1/DAB2IP/TUBB2A/LRP12/DCLK1/BARHL2/CXCL12/TNN/NIPBL/DNER/DRD1/CDK5R1/MATN2/DISC1/GATA3/PEX7/SEMA6A/NDEL1",56
"GO:0022612","GO:0022612","gland morphogenesis","46/3020","124/18866",9.48675289558596e-09,1.87719122921407e-06,1.57748473313115e-06,"SEMA3A/TBX3/NTN1/CFLAR/BCL2/GLI2/PLXNA1/BTRC/FGFR2/SEMA3C/FGFR1/TGFBR2/NRG3/CAV1/MSX2/GLI3/CYP7B1/NRP1/ETV5/SULF2/FBXW7/HGF/CUL3/BMP4/NFIB/FRS2/SFRP1/PLXND1/EDA/ID4/TNFAIP3/PDGFA/TNF/SOX9/WNT4/PROX1/GLI1/CEBPB/IL6/RPS6KA1/PTN/VDR/PML/IGFBP5/FGF1/ARG1",46
"GO:0060485","GO:0060485","mesenchyme development","84/3020","290/18866",1.62163647593452e-08,3.11157641382345e-06,2.61479182961691e-06,"SEMA3A/JAG1/FRZB/MEF2C/IL17RD/BNC2/SEMA3E/EPHA3/NRP2/BCL2/EZH2/ROBO1/PAX2/EOMES/FGFR2/FOXA2/SPRY2/SEMA3C/OVOL2/FGFR1/ROBO2/TGFBR2/NRG1/SEMA6D/EPB41L5/CLASP2/MEOX1/CER1/MIR21/SIX1/TCOF1/TBX5/MSX2/NRP1/SEMA3D/EXOC4/HGF/SOX11/HAND2/SPRED2/SFRP2/FBXL17/MDM4/BMP4/GSC/ZNF703/HAS2/PHOX2B/BASP1/SFRP1/RANBP3L/FOXC1/MYC/GREM1/ZFP36L1/AXIN2/TMEM100/TWIST1/WNT2/DAB2IP/DLG5/GBX2/SOX9/LEF1/WNT4/EDN3/SEMA5A/SEMA5B/RBM24/TCF21/KBTBD8/FAM83D/IL6/CORO1C/EFNA1/TGFBR1/RTN4/TCF7L2/GATA3/BMP2/ALDH1A2/SEMA3G/TIAM1/SEMA6A",84
"GO:0048568","GO:0048568","embryonic organ development","118/3020","451/18866",1.69812147012933e-08,3.16250151437027e-06,2.65758638746246e-06,"KDM2B/FRZB/TBX3/MEF2C/COBL/NTN1/TFAP2A/COL13A1/IHH/SLITRK6/GLI2/RARB/PAX2/EOMES/FGFR2/SPRY2/PLK4/MAFB/KRT19/OVOL2/FGFR1/STRC/TGFBR2/ADM/LRIG1/SOX17/SALL1/PRDM1/ARID1A/SIX1/CASP8/ATP8A2/ROR2/PDZD7/FBN2/MYO3B/NCOA1/GLI3/FBN1/SATB2/MYO3A/DVL2/BBS7/ZIC1/SOX11/HAND2/HS6ST1/WDPCP/GRHL2/BMP4/GSC/HLX/FRS2/MMP16/STOX1/RYR2/FOXC1/RPL38/VASH1/RAD23B/ZFP36L1/ERCC2/MKKS/RBBP6/MFAP5/TBXT/EPHB2/ID2/PAX5/PBX1/RIPOR2/NEUROD1/GATA1/TBX22/PALB2/HOXA1/TWIST1/WNT2/CC2D2A/PDGFA/VAX2/TNF/GBX2/SOX9/LEF1/ABR/ALDH1A3/FZD6/PROX1/ALX4/EPAS1/GLI1/WDR48/TCF21/DSCAML1/CEBPB/NIPBL/TPO/TEAD1/NES/TBX15/GJB5/STK3/SIX3/TBR1/TEAD3/EFNA1/INSIG2/TGFBR1/SH2B3/KIT/CHD7/GATA3/LRIG3/ALDH1A2/PDGFRA/VANGL2/FOXI1",118
"GO:0031346","GO:0031346","positive regulation of cell projection organization","106/3020","394/18866",1.89779778548151e-08,3.43338730790541e-06,2.88522340018317e-06,"CEP135/AUTS2/TENM2/COBL/SLIT2/EPHA4/NTN1/EPHA3/ACTR2/CFLAR/EZH2/IL1RAPL1/MACF1/ROBO1/PLXNA1/KDM1A/TIAM2/TENM3/FGFR1/ROBO2/NTRK3/CHODL/TOX/DPYSL3/MIR21/ADNP/NTRK2/ATP8A2/ROR2/FYN/PLXNB1/ZMYND8/BCAS3/NRP1/PTPRD/CNR1/SEPTIN9/HGF/SETX/FZD1/DVL2/CDH4/PLXNC1/BDNF/IL2/P2RX7/PLEKHM1/SLITRK1/SYT1/DNM3/ALKAL2/PLXND1/CCR7/RNF157/RAPGEF2/SNX3/FBXO38/ARSB/PLXNA4/RIPOR2/CRABP2/CPEB3/ALK/NAV3/DAB2IP/WNT3/DLG5/CARMIL1/WASF2/PLXNA2/ARHGAP35/SEMA5A/CDC42EP3/SYT2/MSTN/DVL3/TMEM106B/CAMK1D/CXCL12/EPS8/ARAP1/KATNB1/CBFA2T2/UNC13A/ITGA6/CORO1C/EFNA5/ITPKA/RREB1/PRKCI/IQGAP1/EPS8L3/TGFBR1/DISC1/PTN/KIT/FMR1/SS18L2/ADCYAP1/SYT4/SEPTIN7/ZNF804A/PRKN/TIAM1/NDEL1/FNBP1L",106
"GO:0045165","GO:0045165","cell fate commitment","81/3020","278/18866",2.1830664318123e-08,3.83977129062096e-06,3.22672538386291e-06,"JAG1/EBF2/TBX3/MEF2C/BCL11B/IHH/BCL2/GLI2/PAX2/EOMES/SOX5/FGFR2/FOXA2/SPRY2/FGFR1/NTRK3/TENM4/NRG1/MYT1L/TOX/SOX17/MITF/PRDM1/FGF13/SIX1/ROR2/GSX1/TBX5/GLI3/NRP1/SOX2/SATB2/TBX18/SFRP2/RAG2/BMP4/GSC/PITX1/DOCK7/GAS1/SFRP1/RORA/CHD5/SOX6/TBXT/ZNF521/ID2/SPN/NEUROD1/GATA1/TBX22/IL7/SOX13/WNT2/SOX1/WNT3/FGF2/LMO4/SOX9/WNT4/PROX1/MIAT/BARHL2/EPAS1/DMRT3/DMRTA2/DSCAML1/CEBPB/TBX15/CTR9/IL6/TBR1/MCL1/TEAD3/MIR133A2/TGFBR1/TCF7L2/GATA3/BMP2/PML/GAP43",81
"GO:0016358","GO:0016358","dendrite development","74/3020","247/18866",2.46395304188123e-08,4.21668936788972e-06,3.5434658966457e-06,"SEMA3A/ARID1B/MEF2C/CTNND2/COBL/EPHA4/NTN1/ABI2/CSMD3/ACTR2/EZH2/IL1RAPL1/BCL11A/PRKG1/MAP2/CTNNA2/ASAP1/HECW2/PPP1R9B/PREX1/FYN/RERE/SDK1/ZMYND8/GRIN3A/DAB1/NRP1/PTPRD/EPHB1/RAB17/RTN4IP1/ADGRB3/BDNF/UBE3A/IL2/ZNF365/DNM3/DCC/RAPGEF2/BTBD3/RBFOX2/TNIK/EPHB2/PDLIM5/TULP1/NTN3/LRRK2/CPEB3/ALK/IQSEC1/PHACTR1/DAB2IP/SLITRK5/DLG5/KLHL1/APP/HECW1/DCLK1/TMEM106B/CAMK1D/PPFIA2/CDK5R1/ITPKA/IQGAP1/EFNA1/SIPA1L1/MATN2/DISC1/PTN/FMR1/FARP1/SS18L2/SDC2/TIAM1",74
"GO:0034332","GO:0034332","adherens junction organization","30/3020","67/18866",2.54249435492181e-08,4.23659848825392e-06,3.56019638895561e-06,"EPHA4/CDH18/PLEKHA7/CDH13/CDH10/TBCD/CDH20/CDH11/CADM2/CDH1/CDH4/CDH8/ZNF703/CADM1/BMP6/CDH2/CTNND1/CDH7/AFDN/CDH12/CDH6/DLG5/CDHR3/CDH3/CDH19/NUMB/JUP/CDH9/CDH5/INAVA",30
"GO:0001503","GO:0001503","ossification","109/3020","412/18866",3.16011324105344e-08,5.13072744675651e-06,4.31157150702433e-06,"ACVR2A/IGFBP3/JAG1/MIR9-2/MEF2C/XYLT1/TFAP2A/CLEC3A/COL13A1/IHH/RORB/BCL2/GLI2/INTU/FGFR2/CER1/KLF10/MIR21/ROR2/FBN2/ANO6/PLXNB1/MSX2/ITGA11/CDH11/CSGALNACT1/SMAD6/GLI3/BMPR1B/SOX2/BCOR/SATB2/HGF/KREMEN2/FZD1/GDF10/KL/SOX11/COL1A2/HAND2/SFRP2/PTPN11/P2RX7/PTK2/BMP4/MMP16/STC1/TOB1/ANKH/SFRP1/MN1/FAM20C/RANBP3L/BMP6/FOXC1/RPL38/PTGER4/ID4/GREM1/ATP6V0A4/ATP2B1/ERCC2/ID2/AXIN2/PBX1/CCR1/FAT4/GATA1/RRAS2/TWIST1/WNT3/MEF2D/ACP5/TNF/SOX9/LEF1/WNT4/EXT1/RUNX3/GLI1/CDK6/TXLNG/CEBPB/TNN/NIPBL/TUFT1/NOCT/IL6/CEBPD/HIRA/PPARGC1B/BMP8B/RUNX1/LGR4/OSTN/IARS1/TMEM64/CLEC3B/PTN/TRPM4/BMP2/CREB3L1/IGFBP5/PEX7/SNRNP200/CTNNBIP1/SMOC1/FBL/UCMA",109
"GO:0001655","GO:0001655","urogenital system development","91/3020","330/18866",5.51140136500915e-08,8.72454836080949e-06,7.33161418424244e-06,"ADAMTS16/LIN28A/JAG1/MEF2C/EPHA7/SLIT2/EPHA4/TFAP2A/CFLAR/BCL2/GLI2/RARB/PAX2/FGFR2/TIPARP/FGFR1/ROBO2/SOX17/DACT2/SALL1/CER1/PROM1/SIX1/AGTR1/FADD/SMAD6/FOXB1/GLI3/CYP7B1/KIF26B/NRP1/SULF2/FBN1/TBX18/IRX1/PKHD1/SOX11/CPLANE1/BDNF/WDPCP/UBE3A/BMP4/FRS2/HAS2/BASP1/SFRP1/TACSTD2/BMPER/BMP6/NFIA/FOXC1/KIRREL3/MYC/SDC1/ID4/GREM1/EPHB2/ID2/PBX1/C1GALT1/LRRK2/FAT4/TMED10/IRX3/FGF2/PDGFA/DLG5/SOX9/ANXA1/WNT4/PROX1/GLI1/TCF21/IFT88/NIPBL/IQGAP1/PODXL/PRLR/KLF15/TGFBR1/LGR4/COL4A1/COL4A3/GATA3/BMP2/ALDH1A2/OVOL1/PDGFRA/VANGL2/FGF1/CTNNBIP1",91
"GO:0045667","GO:0045667","regulation of osteoblast differentiation","46/3020","131/18866",6.66181051764635e-08,1.02884351701797e-05,8.64581570390303e-06,"ACVR2A/JAG1/MIR9-2/MEF2C/RORB/FGFR2/MIR21/FBN2/MSX2/SMAD6/GLI3/BMPR1B/HGF/GDF10/SOX11/HAND2/SFRP2/PTK2/BMP4/TOB1/SFRP1/FAM20C/RANBP3L/BMP6/GREM1/ID2/AXIN2/TWIST1/TNF/SOX9/WNT4/GLI1/CDK6/CEBPB/TNN/NOCT/IL6/CEBPD/OSTN/TMEM64/TRPM4/BMP2/IGFBP5/CTNNBIP1/SMOC1/UCMA",46
"GO:0048592","GO:0048592","eye morphogenesis","52/3020","156/18866",6.86663624705988e-08,1.03522715991389e-05,8.69946020774128e-06,"JAG1/KDM2B/ABI2/TFAP2A/IHH/RORB/BCL2/RARB/PTPRM/PAX2/TENM3/OLFM3/PRDM1/ARID1A/PROM1/NTRK2/ATP8A2/FBN2/VSX1/FAT1/SDK1/BCAR3/TSPAN12/GLI3/AGTPBP1/EPHB1/FBN1/SOX11/BDNF/NKD1/BMP4/FRS2/MFAP5/EPHB2/TULP1/TWIST1/WNT2/SOX1/HCN1/MEGF11/VAX2/SOX9/ALDH1A3/PROX1/FASLG/NIPBL/ZHX2/GNAT1/MEIS1/SIX3/PRKCI/PTN",52
"GO:0001763","GO:0001763","morphogenesis of a branching structure","62/3020","201/18866",1.02858542666687e-07,1.48597638966546e-05,1.24873003453784e-05,"ADAMTS16/SEMA3A/TBX3/EPHA7/SLIT2/COL13A1/SEMA3E/IHH/BCL2/GLI2/PLXNA1/BCL11A/BTRC/PAX2/FGFR2/SPRY2/SEMA3C/FGFR1/TGFBR2/ADM/SALL1/PRDM1/SIX1/RERE/MSX2/KRAS/GLI3/NRP1/ETV5/HGF/SFRP2/GRHL2/BMP4/FRS2/SFRP1/TACSTD2/PLXND1/MYC/GREM1/PBX1/LRRK2/FAT4/WNT2/FGF2/PDGFA/DLG5/TNF/GBX2/SOX9/LEF1/WNT4/PROX1/TCF21/LGR4/RTN4/COL4A1/BMP2/VDR/PML/VANGL2/FGF1/CTNNBIP1",62
"GO:0099172","GO:0099172","presynapse organization","25/3020","53/18866",1.04294300901351e-07,1.48597638966546e-05,1.24873003453784e-05,"LRFN5/CNTN5/GPC4/SLITRK6/IL1RAPL1/NRXN1/PCDH17/NTRK3/GPC6/SLITRK3/LRRTM1/CBLN1/PTPRD/FZD1/IL1RAPL2/SLITRK1/LRRTM3/SLITRK5/APP/PCLO/CBLN2/IL1RAP/PPFIA2/SLITRK2/NLGN4X",25
"GO:0072001","GO:0072001","renal system development","82/3020","292/18866",1.05896250384199e-07,1.48597638966546e-05,1.24873003453784e-05,"ADAMTS16/LIN28A/JAG1/MEF2C/EPHA7/SLIT2/EPHA4/TFAP2A/CFLAR/BCL2/GLI2/RARB/PAX2/FGFR2/TIPARP/FGFR1/ROBO2/SOX17/DACT2/SALL1/CER1/PROM1/SIX1/AGTR1/FADD/SMAD6/GLI3/KIF26B/NRP1/SULF2/FBN1/TBX18/IRX1/PKHD1/SOX11/CPLANE1/BDNF/WDPCP/BMP4/HAS2/BASP1/SFRP1/TACSTD2/BMPER/BMP6/NFIA/FOXC1/KIRREL3/MYC/SDC1/GREM1/ID2/PBX1/C1GALT1/LRRK2/FAT4/TMED10/IRX3/FGF2/PDGFA/DLG5/SOX9/WNT4/PROX1/TCF21/IFT88/NIPBL/IQGAP1/PODXL/KLF15/TGFBR1/LGR4/COL4A1/COL4A3/GATA3/BMP2/ALDH1A2/OVOL1/PDGFRA/VANGL2/FGF1/CTNNBIP1",82
"GO:0051965","GO:0051965","positive regulation of synapse assembly","29/3020","67/18866",1.07951538099513e-07,1.48597638966546e-05,1.24873003453784e-05,"GRID2/SLITRK6/IL1RAPL1/NRXN1/NTRK3/ADGRL3/ADNP/SLITRK3/NTRK2/LRRTM1/CBLN1/PTPRD/EPHB1/ADGRB3/BDNF/SLITRK1/ASIC2/LRRTM3/CLSTN2/THBS2/EPHB2/SLITRK5/DLG5/CBLN2/IL1RAP/CLSTN1/EFNA5/SLITRK2/LRRN3",29
"GO:0099054","GO:0099054","presynapse assembly","24/3020","50/18866",1.23522069779396e-07,1.66413137413433e-05,1.39844134991007e-05,"LRFN5/CNTN5/GPC4/SLITRK6/IL1RAPL1/NRXN1/PCDH17/NTRK3/GPC6/SLITRK3/LRRTM1/CBLN1/PTPRD/FZD1/IL1RAPL2/SLITRK1/LRRTM3/SLITRK5/APP/PCLO/CBLN2/IL1RAP/SLITRK2/NLGN4X",24
"GO:0050919","GO:0050919","negative chemotaxis","23/3020","47/18866",1.44216068160768e-07,1.89686944861292e-05,1.59402118940359e-05,"SEMA3A/EPHA7/SLIT2/NTN1/SEMA3E/NRP2/ROBO1/SEMA3C/ROBO2/RYK/NRG1/SEMA6D/NRG3/DPP4/SEMA3D/ITGAV/PLXNA4/PDGFA/SEMA5A/SEMA5B/EFNA5/SEMA3G/SEMA6A",23
"GO:0048736","GO:0048736","appendage development","57/3020","181/18866",1.52205571993488e-07,1.89686944861292e-05,1.59402118940359e-05,"TBX3/TFAP2A/LMBR1/FREM2/IHH/GLI2/RARB/SLC7A11/INTU/FGFR2/SEMA3C/FGFR1/SALL1/ROR2/FBN2/TBX5/MSX2/GLI3/GNA12/BMPR1B/KREMEN2/BBS7/SOX11/HAND2/CPLANE1/SFRP2/RC3H2/WDPCP/GRHL2/BMP4/PITX1/AFF3/HOXC13/ZNF219/GREM1/PBX1/CRABP2/SP8/TWIST1/MEOX2/WNT3/SOX9/LEF1/PLXNA2/FZD6/ALX4/TMEM231/CACNA1C/NIPBL/TBC1D32/ITGA6/LNPK/CREBBP/CHD7/ALDH1A2/ASPH/SMOC1",57
"GO:0060173","GO:0060173","limb development","57/3020","181/18866",1.52205571993488e-07,1.89686944861292e-05,1.59402118940359e-05,"TBX3/TFAP2A/LMBR1/FREM2/IHH/GLI2/RARB/SLC7A11/INTU/FGFR2/SEMA3C/FGFR1/SALL1/ROR2/FBN2/TBX5/MSX2/GLI3/GNA12/BMPR1B/KREMEN2/BBS7/SOX11/HAND2/CPLANE1/SFRP2/RC3H2/WDPCP/GRHL2/BMP4/PITX1/AFF3/HOXC13/ZNF219/GREM1/PBX1/CRABP2/SP8/TWIST1/MEOX2/WNT3/SOX9/LEF1/PLXNA2/FZD6/ALX4/TMEM231/CACNA1C/NIPBL/TBC1D32/ITGA6/LNPK/CREBBP/CHD7/ALDH1A2/ASPH/SMOC1",57
"GO:0010771","GO:0010771","negative regulation of cell morphogenesis involved in differentiation","37/3020","98/18866",1.53403870068597e-07,1.89686944861292e-05,1.59402118940359e-05,"SEMA3A/KANK1/EPHA7/SLIT2/NTN1/SEMA3E/SEMA3C/MAP2/RYK/SEMA6D/FGF13/POSTN/TNR/DAB1/ITGB1BP1/NRP1/SEMA3D/UBE3A/PTK2/GBP1/DNM3/TACSTD2/DCC/RAPGEF2/EPHB2/WNT3/SEMA5A/SEMA5B/CORO1C/CDK5R1/EFNA5/EFNA1/OMG/RTN4/RCC2/SEMA3G/SEMA6A",37
"GO:0030278","GO:0030278","regulation of ossification","64/3020","212/18866",1.55775760151409e-07,1.89686944861292e-05,1.59402118940359e-05,"ACVR2A/JAG1/MIR9-2/MEF2C/TFAP2A/RORB/BCL2/INTU/FGFR2/MIR21/FBN2/ANO6/MSX2/SMAD6/GLI3/BMPR1B/BCOR/HGF/KREMEN2/GDF10/KL/SOX11/HAND2/SFRP2/PTPN11/P2RX7/PTK2/BMP4/TOB1/ANKH/SFRP1/FAM20C/RANBP3L/BMP6/PTGER4/GREM1/ATP2B1/ID2/AXIN2/PBX1/CCR1/GATA1/TWIST1/TNF/SOX9/WNT4/GLI1/CDK6/TXLNG/CEBPB/TNN/NIPBL/NOCT/IL6/CEBPD/OSTN/TMEM64/PTN/TRPM4/BMP2/IGFBP5/CTNNBIP1/SMOC1/UCMA",64
